"Donate ID","Donate Date","Gender","Deposit Amount","Preferred Color of Device","Ice Cream Products Consumed Per Week","Favorite Flavor Of Ice Cream","Donated To Kick Starter Before","Household Income","Do you own a Keurig","How many desserts do you eat a week","Purchased"
4078,2019-07-05,"female",100,"red",6,"no preference","yes","<100K","yes",8,0
4079,2019-07-05,"female",100,"red",5,"chocolate","yes","<100K","yes",7,1
4080,2019-07-05,"female",100,"white",10,"chocolate","yes","<100K","yes",10,1
4081,2019-07-05,"male",100,"red",6,"specialty","yes","Not Reported","yes",10,1
4082,2019-07-05,"female",100,"red",1,"specialty","yes","<100K","yes",8,1
4083,2019-07-05,"male",100,"black",0,"swirl","yes","Not Reported","yes",3,0
4084,2019-07-05,"female",100,"white",4,"specialty","yes","<100K","yes",4,1
4085,2019-07-05,"male",100,"red",1,"no preference","yes","Not Reported","yes",3,0
4086,2019-07-05,"male",100,"white",9,"vanilla","yes","Not Reported","yes",9,1
4087,2019-07-05,"female",100,"no preference",6,"specialty","yes","<100K","yes",6,0
4088,2019-07-05,"male",100,"red",2,"specialty","yes","Not Reported","yes",4,1
4089,2019-07-05,"female",100,"white",2,"no preference","yes","<100K","yes",6,0
4090,2019-07-05,"female",100,"no preference",7,"no preference","yes","<100K","yes",9,0
4091,2019-07-05,"female",100,"black",0,"vanilla","yes","<100K","yes",6,1
4092,2019-07-05,"female",100,"blue",8,"no preference","yes","<100K","yes",8,1
4093,2019-07-05,"male",100,"no preference",9,"specialty","yes","Not Reported","yes",9,0
4094,2019-07-05,"female",100,"black",1,"chocolate","yes","<100K","yes",5,1
4095,2019-07-05,"male",100,"no preference",7,"specialty","yes","Not Reported","yes",7,0
4096,2019-07-05,"male",100,"no preference",2,"swirl","yes","Not Reported","yes",2,0
4097,2019-07-05,"female",100,"red",0,"chocolate","yes","<100K","yes",6,1
4098,2019-07-05,"female",100,"black",7,"swirl","yes","<100K","yes",10,1
4099,2019-07-05,"female",100,"silver",7,"swirl","yes","<100K","yes",7,0
4100,2019-07-05,"female",100,"blue",1,"swirl","yes","<100K","yes",10,1
4101,2019-07-05,"female",100,"white",7,"chocolate","yes","<100K","yes",7,1
4102,2019-07-05,"female",100,"no preference",7,"chocolate","yes","<100K","yes",10,0
4103,2019-07-05,"female",100,"silver",5,"swirl","yes","<100K","yes",6,0
4104,2019-07-05,"female",100,"white",6,"no preference","yes","<100K","yes",10,0
4105,2019-07-05,"female",100,"black",10,"chocolate","yes","<100K","yes",10,1
4106,2019-07-05,"female",100,"white",1,"swirl","yes","<100K","yes",6,0
4107,2019-07-05,"male",100,"blue",0,"no preference","yes","Not Reported","yes",5,0
4108,2019-07-05,"female",100,"black",6,"swirl","yes","<100K","yes",10,1
4109,2019-07-05,"female",100,"red",9,"chocolate","yes","<100K","yes",9,1
4110,2019-07-05,"female",100,"silver",9,"swirl","yes","<100K","yes",10,1
4111,2019-07-05,"female",100,"white",5,"vanilla","yes","<100K","yes",10,1
4112,2019-07-05,"female",100,"white",0,"swirl","yes","<100K","yes",3,1
4113,2019-07-05,"male",100,"red",2,"no preference","yes","Not Reported","yes",3,1
4114,2019-07-05,"female",100,"white",2,"no preference","yes","<100K","yes",8,0
4115,2019-07-05,"female",100,"white",5,"chocolate","yes","<100K","yes",7,1
4116,2019-07-05,"female",100,"silver",6,"swirl","yes","<100K","yes",6,0
4117,2019-07-05,"female",100,"blue",6,"swirl","yes","<100K","yes",6,1
4118,2019-07-05,"female",100,"white",8,"no preference","yes","<100K","yes",8,1
4119,2019-07-05,"male",100,"no preference",2,"chocolate","yes","Not Reported","yes",9,0
4120,2019-07-05,"female",100,"no preference",3,"no preference","yes","<100K","yes",9,0
4121,2019-07-05,"female",100,"silver",4,"vanilla","yes","<100K","yes",6,1
4122,2019-07-05,"male",100,"silver",8,"vanilla","yes","Not Reported","yes",9,1
4123,2019-07-05,"male",100,"black",10,"vanilla","yes","Not Reported","yes",10,1
4124,2019-07-05,"male",100,"black",2,"swirl","yes","Not Reported","yes",8,1
4125,2019-07-05,"male",100,"blue",1,"swirl","yes","Not Reported","yes",4,1
4126,2019-07-05,"female",100,"blue",9,"swirl","yes","<100K","yes",9,1
4127,2019-07-05,"female",100,"blue",5,"specialty","yes","<100K","yes",10,1
4128,2019-07-05,"female",100,"no preference",8,"specialty","yes","<100K","yes",8,0
4129,2019-07-05,"male",100,"red",2,"swirl","yes","Not Reported","yes",7,0
4130,2019-07-05,"female",100,"blue",3,"specialty","yes","<100K","yes",3,0
4131,2019-07-05,"male",100,"black",3,"vanilla","yes","Not Reported","yes",4,0
4132,2019-07-05,"male",100,"no preference",5,"chocolate","yes","Not Reported","yes",6,0
4133,2019-07-05,"male",100,"white",1,"swirl","yes","Not Reported","yes",10,1
4134,2019-07-05,"female",100,"red",4,"chocolate","yes","<100K","yes",4,1
4135,2019-07-05,"male",100,"blue",3,"no preference","yes","Not Reported","yes",4,0
4136,2019-07-05,"female",100,"blue",5,"vanilla","yes","<100K","yes",5,0
4137,2019-07-05,"male",100,"white",8,"vanilla","yes","Not Reported","yes",8,1
4138,2019-07-05,"female",100,"no preference",4,"vanilla","yes","<100K","yes",6,0
4139,2019-07-05,"male",100,"no preference",2,"vanilla","yes","Not Reported","yes",2,0
4140,2019-07-05,"female",100,"silver",5,"vanilla","yes","<100K","yes",6,0
4141,2019-07-05,"male",100,"silver",6,"swirl","yes","Not Reported","yes",8,1
4142,2019-07-05,"male",100,"blue",5,"no preference","yes","Not Reported","yes",7,0
4143,2019-07-05,"female",100,"red",3,"specialty","yes","<100K","yes",3,0
4144,2019-07-05,"male",100,"red",7,"chocolate","yes","Not Reported","yes",9,1
4145,2019-07-05,"male",100,"white",2,"vanilla","yes","Not Reported","yes",4,1
4146,2019-07-05,"female",100,"red",9,"swirl","yes","<100K","yes",9,1
4147,2019-07-05,"male",100,"silver",3,"swirl","yes","Not Reported","yes",5,0
4148,2019-07-05,"female",100,"silver",7,"swirl","yes","<100K","yes",7,0
4149,2019-07-05,"female",100,"no preference",6,"no preference","yes","<100K","yes",6,0
4150,2019-07-05,"female",100,"white",3,"chocolate","yes","<100K","yes",3,1
4151,2019-07-05,"female",100,"red",6,"no preference","yes","<100K","yes",6,0
4152,2019-07-05,"male",100,"black",0,"swirl","yes","Not Reported","yes",2,0
4153,2019-07-05,"male",100,"no preference",7,"no preference","yes","Not Reported","yes",7,0
4154,2019-07-05,"female",100,"white",5,"no preference","yes","<100K","yes",7,0
4155,2019-07-05,"male",100,"black",7,"swirl","yes","Not Reported","yes",7,0
4156,2019-07-05,"male",100,"blue",10,"chocolate","yes","Not Reported","yes",10,1
4157,2019-07-05,"female",100,"no preference",2,"specialty","yes","<100K","yes",9,0
4158,2019-07-05,"female",100,"no preference",6,"swirl","yes","<100K","yes",7,0
4159,2019-07-05,"female",100,"white",9,"swirl","yes","<100K","yes",9,1
4160,2019-07-05,"female",100,"white",5,"chocolate","yes","<100K","yes",5,1
4161,2019-07-05,"male",100,"blue",2,"no preference","yes","Not Reported","yes",7,0
4162,2019-07-05,"male",100,"white",5,"specialty","yes","Not Reported","yes",5,1
4163,2019-07-05,"female",100,"blue",2,"chocolate","yes","<100K","yes",10,1
4164,2019-07-05,"male",100,"black",9,"specialty","yes","Not Reported","yes",9,1
4165,2019-07-05,"female",100,"black",9,"no preference","yes","<100K","yes",9,1
4166,2019-07-05,"male",100,"silver",7,"swirl","yes","Not Reported","yes",8,1
4167,2019-07-05,"male",100,"red",5,"specialty","yes","Not Reported","yes",5,1
4168,2019-07-05,"female",100,"red",10,"specialty","yes","<100K","yes",10,1
4169,2019-07-05,"female",100,"red",0,"vanilla","yes","<100K","yes",5,0
4170,2019-07-05,"male",100,"white",2,"specialty","yes","Not Reported","yes",7,0
4171,2019-07-05,"male",100,"silver",3,"specialty","yes","Not Reported","yes",3,0
4172,2019-07-05,"female",100,"blue",4,"chocolate","yes","<100K","yes",7,1
4173,2019-07-05,"female",100,"blue",9,"vanilla","yes","<100K","yes",10,1
4174,2019-07-05,"female",100,"blue",1,"chocolate","yes","<100K","yes",3,1
4175,2019-07-05,"male",100,"black",1,"vanilla","yes","Not Reported","yes",5,1
4176,2019-07-05,"female",100,"no preference",6,"chocolate","yes","<100K","yes",6,0
4177,2019-07-05,"female",100,"red",3,"no preference","yes","<100K","yes",9,0
4178,2019-07-05,"male",100,"no preference",2,"specialty","yes","Not Reported","yes",4,0
4179,2019-07-05,"female",100,"silver",10,"vanilla","yes","<100K","yes",10,1
4180,2019-07-05,"female",100,"white",3,"swirl","yes","<100K","yes",3,1
4181,2019-07-05,"male",100,"black",3,"no preference","yes","Not Reported","yes",3,0
4182,2019-07-05,"male",100,"white",4,"no preference","yes","Not Reported","yes",7,0
4183,2019-07-05,"female",100,"white",10,"chocolate","yes","<100K","yes",10,1
4184,2019-07-05,"male",100,"black",9,"specialty","yes","Not Reported","yes",9,1
4185,2019-07-05,"male",100,"black",7,"chocolate","yes","Not Reported","yes",9,1
4186,2019-07-05,"female",100,"red",6,"specialty","yes","<100K","yes",6,0
4187,2019-07-05,"female",100,"black",0,"vanilla","yes","<100K","yes",9,1
4188,2019-07-05,"male",100,"red",1,"vanilla","yes","Not Reported","yes",7,1
4189,2019-07-05,"female",100,"red",6,"no preference","yes","<100K","yes",6,0
4190,2019-07-05,"female",100,"white",3,"specialty","yes","<50K","yes",3,0
4191,2019-07-05,"male",100,"red",2,"chocolate","yes","Not Reported","yes",8,1
4192,2019-07-05,"male",100,"red",4,"chocolate","yes","Not Reported","yes",10,1
4193,2019-07-05,"male",100,"silver",7,"no preference","yes","Not Reported","yes",7,0
4194,2019-07-05,"female",100,"black",8,"no preference","yes","<50K","yes",8,1
4195,2019-07-05,"male",100,"silver",8,"chocolate","yes","Not Reported","yes",8,1
4196,2019-07-05,"female",100,"silver",3,"no preference","yes","<50K","yes",3,0
4197,2019-07-05,"female",100,"red",5,"no preference","yes","<50K","yes",5,0
4198,2019-07-05,"female",100,"white",9,"chocolate","yes","<50K","yes",9,1
4199,2019-07-05,"female",100,"white",1,"swirl","yes","<50K","yes",8,0
4200,2019-07-05,"female",100,"black",0,"no preference","no","<50K","yes",7,0
4201,2019-07-05,"male",100,"white",6,"no preference","no","Not Reported","yes",6,0
4202,2019-07-05,"male",100,"red",2,"specialty","no","Not Reported","yes",4,1
4203,2019-07-05,"male",100,"silver",9,"swirl","no","Not Reported","yes",9,1
4204,2019-07-05,"male",100,"red",10,"chocolate","no","Not Reported","yes",10,1
4205,2019-07-05,"female",100,"black",7,"no preference","no","<50K","yes",7,0
4206,2019-07-05,"female",100,"silver",3,"vanilla","no","<50K","yes",3,0
4207,2019-07-05,"female",100,"red",0,"vanilla","no","<50K","yes",1,0
4208,2019-07-05,"male",100,"white",2,"vanilla","no","Not Reported","yes",6,0
4209,2019-07-05,"male",100,"red",4,"no preference","no","Not Reported","yes",10,0
4210,2019-07-05,"female",100,"blue",7,"chocolate","no","<50K","yes",10,1
4211,2019-07-05,"female",100,"red",0,"swirl","no","<50K","yes",1,0
4212,2019-07-05,"female",100,"blue",0,"chocolate","no","<50K","yes",7,0
4213,2019-07-05,"male",100,"silver",7,"chocolate","no","Not Reported","yes",7,1
4214,2019-07-05,"female",100,"silver",9,"chocolate","no","<50K","yes",9,1
4215,2019-07-05,"female",100,"red",6,"chocolate","no","<50K","yes",6,1
4216,2019-07-05,"female",100,"red",7,"swirl","no","<50K","yes",9,0
4217,2019-07-05,"female",100,"black",3,"swirl","no","<50K","yes",3,0
4218,2019-07-05,"male",100,"black",5,"specialty","no","Not Reported","yes",7,1
4219,2019-07-05,"male",100,"red",6,"swirl","no","Not Reported","yes",6,0
4220,2019-07-05,"male",100,"blue",2,"chocolate","no","Not Reported","yes",4,1
4221,2019-07-05,"male",100,"silver",0,"swirl","no","Not Reported","yes",10,1
4222,2019-07-05,"female",100,"no preference",0,"vanilla","no","<50K","yes",6,0
4223,2019-07-05,"male",100,"white",7,"no preference","no","Not Reported","yes",7,0
4224,2019-07-05,"female",100,"blue",0,"no preference","no","<50K","yes",10,0
4225,2019-07-05,"female",100,"red",1,"chocolate","no","<50K","yes",7,0
4226,2019-07-05,"male",100,"silver",6,"no preference","no","Not Reported","yes",6,0
4227,2019-07-05,"male",100,"blue",4,"vanilla","yes","Not Reported","yes",5,0
4228,2019-07-05,"male",100,"no preference",1,"specialty","yes","Not Reported","yes",8,0
4229,2019-07-05,"female",100,"silver",5,"no preference","yes","<50K","yes",5,0
4230,2019-07-05,"female",100,"black",10,"swirl","no","<50K","yes",10,0
4231,2019-07-05,"female",100,"no preference",6,"chocolate","no","<50K","yes",6,1
4232,2019-07-05,"male",100,"no preference",2,"swirl","yes","Not Reported","yes",10,0
4233,2019-07-05,"female",100,"black",4,"vanilla","no","<50K","yes",4,0
4234,2019-07-05,"male",100,"blue",6,"vanilla","yes","Not Reported","yes",9,1
4235,2019-07-05,"female",100,"blue",8,"vanilla","yes","<50K","yes",8,1
4236,2019-07-05,"female",100,"blue",2,"chocolate","no","<50K","yes",10,1
4237,2019-07-05,"female",100,"black",3,"swirl","yes","<50K","yes",10,0
4238,2019-07-05,"male",100,"no preference",9,"specialty","no","Not Reported","yes",9,0
4239,2019-07-05,"female",100,"blue",9,"swirl","yes","<50K","yes",9,1
4240,2019-07-05,"female",100,"red",7,"chocolate","no","<50K","yes",7,1
4241,2019-07-05,"female",100,"no preference",6,"specialty","no","<50K","yes",9,0
4242,2019-07-05,"female",100,"blue",8,"no preference","yes","<50K","yes",8,1
4243,2019-07-05,"female",100,"no preference",0,"vanilla","no","<50K","yes",10,0
4244,2019-07-05,"male",100,"blue",4,"specialty","yes","Not Reported","yes",4,0
4245,2019-07-05,"female",100,"red",4,"chocolate","no","<50K","yes",4,1
4246,2019-07-05,"female",100,"no preference",2,"swirl","no","<50K","yes",9,0
4247,2019-07-05,"female",100,"blue",3,"chocolate","no","<50K","yes",5,1
4248,2019-07-05,"female",100,"no preference",8,"specialty","no","<50K","yes",10,0
4249,2019-07-05,"male",100,"blue",3,"specialty","no","Not Reported","yes",6,0
4250,2019-07-05,"female",100,"blue",2,"swirl","yes","<50K","yes",5,0
4251,2019-07-05,"male",100,"blue",1,"vanilla","yes","Not Reported","yes",3,1
4252,2019-07-05,"female",100,"black",6,"no preference","no","<50K","yes",9,0
4253,2019-07-05,"female",100,"white",7,"vanilla","no","<50K","yes",7,0
4254,2019-07-05,"female",100,"black",5,"chocolate","yes","<50K","yes",7,1
4255,2019-07-05,"female",100,"blue",2,"swirl","no","<50K","yes",3,0
4256,2019-07-05,"female",100,"red",3,"swirl","no","<50K","yes",4,0
4257,2019-07-05,"male",100,"silver",1,"swirl","yes","Not Reported","yes",3,0
4258,2019-07-05,"male",100,"no preference",5,"swirl","yes","Not Reported","yes",8,0
4259,2019-07-05,"female",100,"red",7,"chocolate","yes","<50K","yes",8,1
4260,2019-07-05,"female",100,"black",7,"no preference","no","<50K","yes",7,0
4261,2019-07-05,"female",100,"silver",10,"swirl","no","<50K","yes",10,0
4262,2019-07-05,"female",100,"silver",10,"no preference","no","<50K","yes",10,0
4263,2019-07-05,"male",100,"silver",0,"specialty","no","Not Reported","yes",1,0
4264,2019-07-05,"female",100,"black",10,"chocolate","yes","<50K","yes",10,1
4265,2019-07-05,"female",100,"blue",2,"swirl","no","<50K","yes",6,0
4266,2019-07-05,"male",100,"silver",7,"no preference","yes","Not Reported","yes",7,0
4267,2019-07-05,"female",100,"no preference",10,"vanilla","yes","<50K","yes",10,1
4268,2019-07-05,"female",100,"blue",2,"swirl","yes","<50K","yes",6,0
4269,2019-07-05,"female",100,"blue",0,"swirl","no","<50K","yes",1,0
4270,2019-07-05,"female",100,"no preference",2,"chocolate","yes","<50K","yes",2,1
4271,2019-07-05,"female",100,"silver",3,"specialty","no","<50K","yes",3,0
4272,2019-07-05,"female",100,"white",9,"specialty","no","<50K","yes",9,0
4273,2019-07-05,"female",100,"blue",4,"chocolate","yes","<50K","yes",4,1
4274,2019-07-05,"female",100,"no preference",0,"chocolate","yes","<50K","yes",10,0
4275,2019-07-05,"female",100,"red",4,"vanilla","yes","<50K","yes",8,1
4276,2019-07-05,"female",100,"white",7,"no preference","no","<50K","yes",7,0
4277,2019-07-05,"female",100,"no preference",4,"chocolate","yes","<50K","yes",4,1
4278,2019-07-05,"male",100,"red",9,"vanilla","yes","Not Reported","yes",9,1
4279,2019-07-05,"female",100,"blue",5,"swirl","yes","<50K","yes",5,0
4280,2019-07-05,"male",100,"red",9,"swirl","no","Not Reported","yes",9,1
4281,2019-07-05,"female",100,"black",8,"specialty","no","<50K","yes",8,0
4282,2019-07-05,"female",100,"red",1,"chocolate","no","<50K","yes",6,0
4283,2019-07-05,"female",100,"blue",8,"chocolate","yes","<50K","yes",10,1
4284,2019-07-05,"female",100,"black",1,"swirl","no","<50K","yes",3,0
4285,2019-07-05,"male",100,"red",3,"swirl","no","Not Reported","yes",9,1
4286,2019-07-05,"male",100,"white",8,"specialty","no","Not Reported","yes",8,1
4287,2019-07-05,"female",100,"blue",0,"specialty","no","<50K","yes",7,0
4288,2019-07-05,"female",100,"white",9,"chocolate","no","<50K","yes",9,1
4289,2019-07-05,"male",100,"silver",5,"specialty","yes","Not Reported","yes",8,1
4290,2019-07-05,"female",100,"black",8,"vanilla","yes","<50K","yes",8,1
4291,2019-07-05,"female",100,"red",5,"swirl","yes","<50K","yes",5,0
4292,2019-07-05,"male",100,"silver",1,"specialty","no","Not Reported","yes",7,1
4293,2019-07-05,"female",100,"silver",7,"no preference","no","<50K","yes",7,0
4294,2019-07-05,"female",100,"red",6,"vanilla","no","<50K","yes",7,1
4295,2019-07-05,"male",100,"silver",6,"swirl","yes","Not Reported","yes",6,1
4296,2019-07-05,"male",100,"no preference",10,"chocolate","yes","Not Reported","yes",10,0
4297,2019-07-05,"female",100,"no preference",5,"no preference","no","<50K","yes",5,0
4298,2019-07-05,"female",100,"no preference",8,"specialty","no","<50K","yes",8,0
4299,2019-07-05,"female",100,"blue",1,"chocolate","yes","<50K","yes",1,0
4300,2019-07-05,"female",100,"blue",7,"specialty","no","<50K","yes",7,0
4301,2019-07-05,"male",100,"black",5,"swirl","yes","Not Reported","yes",5,1
4302,2019-07-05,"female",100,"black",6,"chocolate","no","<50K","yes",7,1
4303,2019-07-05,"male",100,"black",5,"vanilla","yes","Not Reported","yes",9,1
4304,2019-07-05,"male",100,"blue",4,"no preference","yes",">100K","yes",4,0
4305,2019-07-05,"male",100,"silver",10,"no preference","yes","Not Reported","yes",10,1
4306,2019-07-05,"male",100,"red",1,"specialty","yes","Not Reported","yes",9,1
4307,2019-07-05,"male",100,"black",9,"no preference","yes","Not Reported","yes",9,1
4308,2019-07-05,"male",100,"black",0,"no preference","no","Not Reported","yes",2,1
4309,2019-07-05,"female",100,"white",10,"no preference","yes","<50K","yes",10,1
4310,2019-07-05,"female",100,"red",6,"chocolate","yes","<50K","yes",8,1
4311,2019-07-05,"female",100,"white",5,"specialty","no","<50K","yes",5,0
4312,2019-07-05,"female",100,"blue",9,"vanilla","yes","<50K","yes",9,1
4313,2019-07-05,"female",100,"silver",8,"vanilla","no","<50K","yes",8,1
4314,2019-07-05,"female",100,"blue",6,"vanilla","yes","<50K","yes",9,1
4315,2019-07-05,"female",100,"silver",8,"no preference","yes","<50K","yes",8,1
4316,2019-07-05,"male",100,"red",8,"specialty","no","Not Reported","yes",8,1
4317,2019-07-05,"female",100,"blue",6,"chocolate","yes","<50K","yes",8,1
4318,2019-07-05,"female",100,"white",5,"no preference","no","<50K","yes",5,0
4319,2019-07-05,"male",100,"black",5,"swirl","no","Not Reported","yes",10,1
4320,2019-07-05,"female",100,"red",8,"specialty","yes","<50K","yes",9,1
4321,2019-07-05,"male",100,"red",0,"vanilla","no","Not Reported","yes",2,0
4322,2019-07-05,"male",100,"no preference",3,"specialty","no","Not Reported","yes",3,0
4323,2019-07-05,"male",100,"no preference",7,"swirl","yes","Not Reported","yes",7,0
4324,2019-07-05,"male",100,"white",10,"vanilla","yes","Not Reported","yes",10,1
4325,2019-07-05,"male",100,"red",6,"swirl","yes","Not Reported","yes",8,1
4326,2019-07-05,"male",100,"black",0,"swirl","yes","Not Reported","yes",5,0
4327,2019-07-05,"female",100,"no preference",5,"vanilla","yes","<50K","yes",8,1
4328,2019-07-05,"male",100,"blue",0,"no preference","no","Not Reported","yes",1,1
4329,2019-07-05,"male",100,"blue",2,"swirl","no","Not Reported","yes",10,1
4330,2019-07-05,"male",100,"black",6,"chocolate","no","Not Reported","yes",6,1
4331,2019-07-05,"male",100,"no preference",1,"chocolate","no","Not Reported","yes",5,0
4332,2019-07-05,"male",100,"no preference",1,"specialty","yes","Not Reported","yes",6,0
4333,2019-07-05,"male",100,"white",3,"no preference","no","Not Reported","yes",3,0
4334,2019-07-05,"male",100,"red",7,"no preference","yes","Not Reported","yes",7,0
4335,2019-07-05,"male",100,"silver",3,"chocolate","yes","Not Reported","yes",7,1
4336,2019-07-05,"male",100,"red",9,"swirl","yes","Not Reported","yes",9,1
4337,2019-07-05,"male",100,"blue",5,"no preference","no","Not Reported","yes",5,0
4338,2019-07-05,"male",100,"red",8,"vanilla","yes","Not Reported","yes",9,1
4339,2019-07-05,"male",100,"white",1,"chocolate","yes","Not Reported","yes",7,1
4340,2019-07-05,"male",100,"silver",7,"specialty","yes","Not Reported","yes",7,1
4341,2019-07-05,"female",100,"red",4,"specialty","no","<50K","yes",10,0
4342,2019-07-05,"male",100,"no preference",3,"specialty","yes","Not Reported","yes",8,0
4343,2019-07-05,"male",100,"red",9,"specialty","yes","Not Reported","yes",9,1
4344,2019-07-05,"male",100,"no preference",10,"no preference","no","Not Reported","yes",10,0
4345,2019-07-05,"male",100,"silver",2,"no preference","no","Not Reported","yes",2,0
4346,2019-07-05,"female",100,"red",4,"no preference","no","<50K","yes",4,0
4347,2019-07-05,"female",100,"blue",7,"specialty","yes","<50K","yes",9,0
4348,2019-07-05,"male",100,"blue",2,"specialty","yes","Not Reported","yes",6,0
4349,2019-07-05,"male",100,"red",4,"no preference","yes","Not Reported","yes",4,1
4350,2019-07-05,"male",100,"white",2,"no preference","yes","Not Reported","yes",4,1
4351,2019-07-05,"male",100,"blue",4,"chocolate","no","Not Reported","yes",7,1
4352,2019-07-05,"male",100,"red",0,"swirl","yes","Not Reported","yes",10,1
4353,2019-07-05,"female",100,"red",1,"chocolate","no","<50K","yes",6,0
4354,2019-07-05,"female",100,"no preference",1,"chocolate","yes","<50K","yes",1,0
4355,2019-07-05,"female",100,"blue",7,"chocolate","yes","<50K","yes",7,1
4356,2019-07-05,"male",100,"black",5,"swirl","no","Not Reported","yes",9,1
4357,2019-07-05,"male",100,"red",8,"no preference","no","Not Reported","yes",10,0
4358,2019-07-05,"male",100,"red",2,"vanilla","yes","Not Reported","yes",8,1
4359,2019-07-05,"male",100,"silver",2,"vanilla","yes","Not Reported","yes",10,1
4360,2019-07-05,"female",100,"black",5,"chocolate","yes","<50K","yes",6,1
4361,2019-07-05,"male",100,"red",0,"vanilla","yes","Not Reported","yes",2,0
4362,2019-07-05,"male",100,"white",7,"chocolate","yes","Not Reported","yes",7,1
4363,2019-07-05,"female",100,"blue",6,"swirl","yes","<50K","yes",8,0
4364,2019-07-05,"male",100,"no preference",6,"specialty","no","Not Reported","yes",9,0
4365,2019-07-05,"female",100,"red",5,"chocolate","yes","<50K","yes",5,1
4366,2019-07-05,"male",100,"blue",1,"specialty","no","Not Reported","yes",4,0
4367,2019-07-05,"male",100,"black",7,"chocolate","yes","Not Reported","yes",7,1
4368,2019-07-05,"male",100,"no preference",7,"swirl","no","Not Reported","yes",7,0
4369,2019-07-05,"male",100,"no preference",5,"no preference","yes","Not Reported","yes",5,0
4370,2019-07-05,"female",100,"black",2,"no preference","yes","<50K","yes",3,0
4371,2019-07-05,"male",100,"black",2,"vanilla","yes","Not Reported","yes",10,1
4372,2019-07-05,"male",100,"silver",1,"swirl","yes","Not Reported","yes",5,1
4373,2019-07-05,"male",100,"black",2,"no preference","yes","Not Reported","yes",8,0
4374,2019-07-05,"male",100,"black",0,"vanilla","yes","Not Reported","yes",2,1
4375,2019-07-05,"male",100,"silver",4,"chocolate","yes","Not Reported","yes",4,0
4376,2019-07-05,"male",100,"silver",6,"specialty","yes","Not Reported","yes",8,1
4377,2019-07-05,"male",100,"no preference",8,"vanilla","yes","Not Reported","yes",8,0
4378,2019-07-05,"female",100,"no preference",4,"vanilla","yes","<50K","yes",6,0
4379,2019-07-05,"male",100,"white",6,"no preference","no","Not Reported","yes",6,0
4380,2019-07-05,"male",100,"white",2,"chocolate","yes","Not Reported","yes",3,1
4381,2019-07-05,"male",100,"white",0,"specialty","yes","Not Reported","yes",2,0
4382,2019-07-05,"male",100,"white",1,"swirl","no","Not Reported","yes",1,1
4383,2019-07-05,"male",100,"blue",8,"chocolate","yes","Not Reported","yes",8,1
4384,2019-07-05,"male",100,"white",5,"specialty","yes","Not Reported","yes",5,0
4385,2019-07-05,"male",100,"no preference",0,"swirl","yes","Not Reported","yes",3,0
4386,2019-07-05,"male",100,"white",1,"specialty","yes","Not Reported","yes",1,1
4387,2019-07-05,"male",100,"blue",2,"vanilla","yes","Not Reported","yes",2,0
4388,2019-07-05,"female",100,"blue",0,"no preference","no","<50K","yes",5,0
4389,2019-07-05,"male",100,"blue",2,"swirl","yes","Not Reported","yes",6,1
4390,2019-07-05,"male",100,"blue",0,"swirl","yes","Not Reported","yes",8,1
4391,2019-07-05,"male",100,"no preference",7,"no preference","no","Not Reported","yes",9,0
4392,2019-07-05,"female",100,"silver",10,"chocolate","yes","<50K","yes",10,1
4393,2019-07-05,"male",100,"silver",3,"specialty","no","Not Reported","yes",7,0
4394,2019-07-05,"male",100,"black",0,"chocolate","yes","Not Reported","yes",1,0
4395,2019-07-05,"male",100,"blue",10,"specialty","no","Not Reported","yes",10,1
4396,2019-07-05,"female",100,"red",3,"no preference","yes","<50K","yes",3,0
4397,2019-07-05,"male",100,"black",3,"chocolate","yes","Not Reported","yes",3,0
4398,2019-07-05,"male",100,"white",2,"no preference","yes","Not Reported","yes",4,0
4399,2019-07-05,"female",100,"no preference",1,"vanilla","no","<50K","yes",9,0
4400,2019-07-05,"male",100,"red",3,"chocolate","yes","Not Reported","yes",3,1
4401,2019-07-05,"male",100,"blue",1,"vanilla","no","Not Reported","yes",4,0
4402,2019-07-05,"male",100,"black",10,"vanilla","yes","Not Reported","yes",10,1
4403,2019-07-05,"male",100,"black",2,"swirl","yes","Not Reported","yes",2,1
4404,2019-07-05,"female",100,"silver",7,"swirl","no","<50K","yes",7,0
4405,2019-07-05,"male",100,"red",2,"vanilla","no","Not Reported","yes",5,0
4406,2019-07-05,"male",100,"black",4,"vanilla","yes","Not Reported","yes",4,1
4407,2019-07-05,"male",100,"red",3,"vanilla","no","Not Reported","yes",3,1
4408,2019-07-05,"female",100,"white",5,"no preference","yes","<50K","yes",8,0
4409,2019-07-05,"female",100,"blue",10,"swirl","no","<50K","yes",10,0
4410,2019-07-05,"male",100,"blue",2,"swirl","yes","Not Reported","yes",4,1
4411,2019-07-05,"male",100,"white",1,"chocolate","yes","Not Reported","yes",1,0
4412,2019-07-05,"female",100,"silver",8,"swirl","yes","<50K","yes",8,1
4413,2019-07-05,"female",100,"no preference",6,"chocolate","yes","<50K","yes",6,1
4414,2019-07-05,"male",100,"black",10,"specialty","no","Not Reported","yes",10,1
4415,2019-07-05,"male",100,"no preference",0,"vanilla","no","Not Reported","yes",10,0
4416,2019-07-05,"male",100,"white",10,"no preference","yes","Not Reported","yes",10,1
4417,2019-07-05,"female",100,"no preference",1,"vanilla","yes","<50K","yes",6,0
4418,2019-07-05,"female",100,"white",8,"swirl","yes","<50K","yes",10,1
